condition,concept,query,success_at_5,reciprocal_rank,grounding_support_proxy,top_sources
A4 no dependency propagation,rank,Which worked example or exam solution illustrates rank?,1,1.0,0.5,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|slides_md/two/two_iii_handout/two_iii_handout.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md
A4 no dependency propagation,rank,What common mistake should a student avoid when using rank?,1,1.0,0.5,slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md
A4 no dependency propagation,nullspace,How is a basis for the nullspace computed?,1,1.0,0.667,mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md
A4 no dependency propagation,nullspace,Find a course explanation of nullspace for final review.,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md
A4 no dependency propagation,nullspace,Which worked example or exam solution illustrates nullspace?,1,1.0,0.333,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md
A4 no dependency propagation,nullspace,What common mistake should a student avoid when using nullspace?,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md
A4 no dependency propagation,column_space,How is the column space related to solvability of Ax=b?,1,1.0,1.0,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md|slides_md/two/two_iii/two_iii.md
A4 no dependency propagation,column_space,Find a course explanation of column space for final review.,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md
A4 no dependency propagation,column_space,Which worked example or exam solution illustrates column space?,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md
A4 no dependency propagation,column_space,What common mistake should a student avoid when using column space?,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md
A4 no dependency propagation,basis_dimension,How do basis and dimension describe a vector space?,1,1.0,0.667,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|slides_md/two/two_iii_handout/two_iii_handout.md
A4 no dependency propagation,basis_dimension,Find a course explanation of basis and dimension for final review.,1,1.0,0.667,flipped_md/inclass/vector-spaces/Two-III-2b/Two-III-2b.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|flipped_md/inclass/map/Three-IIc/Three-IIc.md
A4 no dependency propagation,basis_dimension,Which worked example or exam solution illustrates basis?,1,1.0,0.667,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md
A4 no dependency propagation,basis_dimension,What common mistake should a student avoid when using basis?,1,1.0,0.667,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|slides_md/three/three_iv/three_iv.md
A4 no dependency propagation,linear_maps,How is a linear map represented by a matrix?,1,1.0,0.667,slides_md/three/three_iii/three_iii.md|slides_md/three/three_iii_allproofs/three_iii_allproofs.md|slides_md/three/three_iii/three_iii.md
A4 no dependency propagation,linear_maps,Find a course explanation of linear maps for final review.,1,1.0,0.667,slides_md/three/three_ii/three_ii.md|slides_md/three/three_ii_handout/three_ii_handout.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md
A4 no dependency propagation,linear_maps,Which worked example or exam solution illustrates linear map?,1,1.0,0.667,slides_md/three/three_iii/three_iii.md|slides_md/three/three_iii_allproofs/three_iii_allproofs.md|slides_md/three/three_ii/three_ii.md
A4 no dependency propagation,linear_maps,What common mistake should a student avoid when using linear map?,1,1.0,0.667,slides_md/three/three_iii/three_iii.md|slides_md/three/three_iii_allproofs/three_iii_allproofs.md|slides_md/three/three_ii/three_ii.md
A4 no dependency propagation,change_of_basis,What does a change-of-basis matrix do?,1,1.0,0.667,slides_md/three/three_v/three_v.md|slides_md/three/three_v_allproofs/three_v_allproofs.md|flipped_md/inclass/map/Three-V/Three-V.md
A4 no dependency propagation,change_of_basis,Find a course explanation of change of basis for final review.,1,1.0,0.667,slides_md/three/three_v/three_v.md|flipped_md/inclass/map/Three-V/Three-V.md|slides_md/three/three_v_allproofs/three_v_allproofs.md
A4 no dependency propagation,change_of_basis,Which worked example or exam solution illustrates change of basis?,1,1.0,0.667,slides_md/three/three_v/three_v.md|flipped_md/inclass/map/Three-V/Three-V.md|slides_md/three/three_v_allproofs/three_v_allproofs.md
A4 no dependency propagation,change_of_basis,What common mistake should a student avoid when using change of basis?,1,1.0,0.667,slides_md/three/three_v/three_v.md|flipped_md/inclass/map/Three-V/Three-V.md|slides_md/three/three_v_allproofs/three_v_allproofs.md
A4 no dependency propagation,determinants,How do row operations affect the determinant?,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md|slides_md/four/four_i_handout/four_i_handout.md|slides_md/four/four_i/four_i.md
A4 no dependency propagation,determinants,Find a course explanation of determinants for final review.,1,1.0,1.0,mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md
A4 no dependency propagation,determinants,Which worked example or exam solution illustrates determinant?,1,1.0,0.667,slides_md/four/four_i_handout/four_i_handout.md|slides_md/four/four_i/four_i.md|slides_md/four/four_i_allproofs/four_i_allproofs.md
A4 no dependency propagation,determinants,What common mistake should a student avoid when using determinant?,1,1.0,0.667,slides_md/four/four_i_handout/four_i_handout.md|slides_md/four/four_i/four_i.md|slides_md/four/four_i_allproofs/four_i_allproofs.md
A4 no dependency propagation,eigenvalues,How are eigenvalues found from the characteristic polynomial?,1,1.0,1.0,slides_md/five/five_ii/five_ii.md|slides_md/five/five_ii_allproofs/five_ii_allproofs.md|slides_md/five/five_ii/five_ii.md
A4 no dependency propagation,eigenvalues,Find a course explanation of eigenvalues and eigenvectors for final review.,1,1.0,0.667,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall1999/final-solu-fall-99/final-solu-fall-99.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md
A4 no dependency propagation,eigenvalues,Which worked example or exam solution illustrates eigenvalue?,1,1.0,0.667,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md
A4 no dependency propagation,eigenvalues,What common mistake should a student avoid when using eigenvalue?,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md
A4 no dependency propagation,diagonalization,When is a matrix diagonalizable?,1,1.0,1.0,mit_linear_algebra_md/spring2016/final/final.md|mit_linear_algebra_md/spring2016/final_solns/final_solns.md|slides_md/five/five_ii/five_ii.md
A4 no dependency propagation,diagonalization,Find a course explanation of diagonalization for final review.,1,1.0,0.667,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/fall2018/final/final.md
A4 no dependency propagation,diagonalization,Which worked example or exam solution illustrates diagonalize?,1,1.0,0.667,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/spring2014/Final_s14_sol/Final_s14_sol.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A4 no dependency propagation,diagonalization,What common mistake should a student avoid when using diagonalize?,1,1.0,0.667,mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md
A4 no dependency propagation,orthogonality,How does Gram-Schmidt construct an orthonormal basis?,1,1.0,1.0,mit_linear_algebra_md/spring2009/final-s09/final-s09.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md|mit_linear_algebra_md/spring2009/final-s09-soln/final-s09-soln.md
A4 no dependency propagation,orthogonality,Find a course explanation of orthogonality for final review.,1,1.0,1.0,mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A4 no dependency propagation,orthogonality,Which worked example or exam solution illustrates orthogonal?,1,1.0,0.333,slides_md/three/three_vi_handout/three_vi_handout.md|slides_md/three/three_vi/three_vi.md|slides_md/three/three_vi_allproofs/three_vi_allproofs.md
A4 no dependency propagation,orthogonality,What common mistake should a student avoid when using orthogonal?,1,1.0,0.333,slides_md/three/three_vi_handout/three_vi_handout.md|slides_md/three/three_vi/three_vi.md|slides_md/three/three_vi_allproofs/three_vi_allproofs.md
A4 no dependency propagation,projection,How is an orthogonal projection computed?,1,1.0,1.0,mit_linear_algebra_md/fall2017/final-sol/final-sol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2007/final/final.md
A4 no dependency propagation,projection,Find a course explanation of projection for final review.,1,1.0,1.0,mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A4 no dependency propagation,projection,Which worked example or exam solution illustrates projection?,1,1.0,1.0,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A4 no dependency propagation,projection,What common mistake should a student avoid when using projection?,1,1.0,1.0,mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/spring2007/final/final.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A4 no dependency propagation,least_squares,How are least-squares problems solved?,1,1.0,1.0,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A4 no dependency propagation,least_squares,Find a course explanation of least squares for final review.,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A4 no dependency propagation,least_squares,Which worked example or exam solution illustrates least squares?,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A4 no dependency propagation,least_squares,What common mistake should a student avoid when using least squares?,1,1.0,0.333,mit_linear_algebra_md/spring2019/final/final.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md
A4 no dependency propagation,positive_definite,How are eigenvalues used to test positive definiteness?,1,1.0,1.0,mit_linear_algebra_md/spring2015/FinalExamSp15_sol/FinalExamSp15_sol.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A4 no dependency propagation,positive_definite,Find a course explanation of positive definite matrices for final review.,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2022/final/final.md
A4 no dependency propagation,positive_definite,Which worked example or exam solution illustrates positive definite?,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2015/FinalExamSp15_sol/FinalExamSp15_sol.md
A4 no dependency propagation,positive_definite,What common mistake should a student avoid when using positive definite?,1,1.0,0.667,mit_linear_algebra_md/spring2013/Examfblank/Examfblank.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/spring2022/final/final.md
A4 no dependency propagation,svd,What do singular values describe in the SVD?,1,1.0,1.0,mit_linear_algebra_md/fall2010/final-1806-f10/final-1806-f10.md|mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/spring2008/final-1806-S08-soln/final-1806-S08-soln.md
A4 no dependency propagation,svd,Find a course explanation of singular value decomposition for final review.,1,1.0,0.333,mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md|mit_linear_algebra_md/spring2014/Final_s14_draft/Final_s14_draft.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md
A4 no dependency propagation,svd,Which worked example or exam solution illustrates SVD?,1,1.0,0.667,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md
A4 no dependency propagation,svd,What common mistake should a student avoid when using SVD?,1,1.0,0.667,mit_linear_algebra_md/fall2001没找到答案/f_1806F01/f_1806F01.md|mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md
A4 no dependency propagation,rank,"Retrieve review material for this exam-style task: and Gauss's method gives that the only solution is the trivial one $c_1 = 0$ , $c_2 = 0$ , $c_3 = 0$ . With that, because the domain $V = \mathbb{R}^3$ is 3-dimensional, this linea",1,1.0,0.5,flipped_md/inclass/map/Three-IIc/Three-IIc.md|flipped_md/inclass/map/Three-IIc/Three-IIc.md|slides_md/three/three_ii_handout/three_ii_handout.md
A4 no dependency propagation,row_reduction,Retrieve review material for this exam-style task: Closed book exam (and no Calculators). Answer all 7 questions in the space provided (or direct us to the answer). Solutions will be posted outside the offices of Professor Kac (2–1,1,1.0,0.333,mit_linear_algebra_md/spring1998/final-98/final-98.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|flipped_md/handin/handin-2-ans/handin-2-ans.md
A4 no dependency propagation,column_space,Retrieve review material for this exam-style task: $$M^{-1}A_4M = \begin{pmatrix} 1 & & & \\ & -1 & & \\ & & 1 & \\ & & & -1 \end{pmatrix} \begin{pmatrix} 0 & 1 & 0 & 0 \\ 1 & 0 & 2 & 0 \\ 0 & 2 & 0 & 3 \\ 0 & 0 & 3 & 0 \end{pmatri,1,1.0,0.667,slides_md/three/three_iii_handout/three_iii_handout.md|slides_md/three/three_iii_allproofs/three_iii_allproofs.md|flipped_md/inclass/map/Three-III/Three-III.md
A4 no dependency propagation,nullspace,Retrieve review material for this exam-style task: - (a) What are the dimensions of R(A) and N(A) and $N\left(A^{T}\right)$ ? - (b) True or False or Undecidable for this $A\colon\thinspace Ax=\begin{pmatrix} 0\\1\\0 \end{pmatrix}$,1,1.0,0.667,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md|mit_linear_algebra_md/fall2003-没找到答案/final/final.md|mit_linear_algebra_md/fall2003/final/final.md
A4 no dependency propagation,rank,"Retrieve review material for this exam-style task: - 7. (c) Circle True or False: if A has repeated eigenvalues, it is always possible to find an orthonormal basis for its column space. - 7. (d) Circle True or False: if $v_1,\ldots",1,1.0,0.5,mit_linear_algebra_md/1995n1993没找到答案/final-95/final-95.md|mit_linear_algebra_md/spring2012/final_sp12/final_sp12.md|mit_linear_algebra_md/spring2012/final_sp12_sol/final_sp12_sol.md
A4 no dependency propagation,rank,Retrieve review material for this exam-style task: - (a) Find $T\left(\begin{bmatrix}0\\1\end{bmatrix}\right)$ . - (b) What is the matrix A expressing T in terms of the standard basis vectors $\begin{bmatrix} 1 \\ 0 \end{bmatrix}$,1,1.0,0.5,mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/spring2012/final_sp12_sol/final_sp12_sol.md
A4 no dependency propagation,rank,"Retrieve review material for this exam-style task: - 6 (13 pts.) In each case give all the information you can about the eigenvalues and eigenvectors, when the matrix A has the following property: - (a) The powers $A^k$ approach th",1,1.0,0.5,mit_linear_algebra_md/fall1999/final-solu-fall-99/final-solu-fall-99.md|mit_linear_algebra_md/fall1999/final-fall-99/final-fall-99.md|mit_linear_algebra_md/spring1999/final-99/final-99.md
A4 no dependency propagation,rank,Retrieve review material for this exam-style task: - 1 (a) Explain why every eigenvector of A is either in the column space C(A) or the nullspace N(A) (or explain why this is false). - (b) From $A = S\Lambda S^{-1}$ find the eigenv,1,1.0,0.5,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md|mit_linear_algebra_md/fall2022/finalsol/finalsol.md
A4 no dependency propagation,row_reduction,"Retrieve review material for this exam-style task: $$R = \left[ \begin{array}{rrrr} 1 & 3 & 0 & 2 \\ 0 & 0 & 1 & 5 \\ 0 & 0 & 0 & 0 \end{array} \right]$$ - (a) The four subspaces associated with the original A are N(A), C(A), $N(A^",1,1.0,0.667,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/fall2012/final-with-sol/final-with-sol.md|mit_linear_algebra_md/spring2010/18.06-Final-Answers-Sp2010-FN/18.06-Final-Answers-Sp2010-FN.md
A4 no dependency propagation,rank,"Retrieve review material for this exam-style task: - (b) Find as many eigenvectors as possible, with the best possible properties. Are there 4 independent eigenvectors? Are there 4 orthonormal eigenvectors? - (c) What is the rank o",1,1.0,0.5,mit_linear_algebra_md/fall2000/final-fall-00/final-fall-00.md|mit_linear_algebra_md/spring2009/final-s09/final-s09.md|mit_linear_algebra_md/fall1999/final-solu-fall-99/final-solu-fall-99.md
A4 no dependency propagation,rank,"Retrieve review material for this exam-style task: - (a) What subspace does P project onto? - (b) What is the distance from that subspace to b = (1, 1, 1)? - (c) What are the three eigenvalues of P? Is P diagonalizable? | 4 | (a) S",1,1.0,0.5,mit_linear_algebra_md/fall2002/final/final.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/spring2009/final-s09-soln/final-s09-soln.md
A4 no dependency propagation,row_reduction,"Retrieve review material for this exam-style task: - (a) Find an orthonormal basis $\boldsymbol{q}_1,\,\boldsymbol{q}_2$ for S by Gram-Schmidt. - (b) Write down the 3 by 3 matrix P which projects vectors perpendicularly onto S. - (",1,1.0,0.333,mit_linear_algebra_md/fall2002/finalsol/finalsol.md|slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md
A4 no dependency propagation,basis_dimension,"Retrieve review material for this exam-style task: $$L = \begin{bmatrix} 1 & 0 & 0 \\ 2 & 1 & 0 \\ -2 & 3 & 1 \end{bmatrix}, U = \begin{bmatrix} 5 & 0 & 5 & 1 \\ 0 & 3 & 3 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix}.$$ (a) What are the dime",1,1.0,1.0,mit_linear_algebra_md/spring1998/final-solu-98/final-solu-98.md|mit_linear_algebra_md/spring2005/final-sol-1806-S05/final-sol-1806-S05.md|mit_linear_algebra_md/fall2019/Final Solutions/Final Solutions.md
A4 no dependency propagation,row_reduction,Retrieve review material for this exam-style task: - 2 (12 pts.) Keep the same matrix A as in Problem 1. - (a) Find the matrix P that projects any vector in $\mathbb{R}^4$ onto the subspace spanned by the first column of A. - (b) D,1,1.0,0.667,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/spring2011/spring 2011 final exam/spring 2011 final exam.md|mit_linear_algebra_md/fall2017/final-sol/final-sol.md
A4 no dependency propagation,nullspace,Retrieve review material for this exam-style task: - (b) An orthogonal set of 4 eigenvectors is \_\_\_\_\_\_ - (c) CIRCLE every class of matrices to which this matrix A belongs: 7 (12 pts.) Suppose A is 2 by 3 with this Singular Va,1,1.0,0.667,mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/fall2005/final-1806-F05/final-1806-F05.md|mit_linear_algebra_md/fall2010/final-1806-f10/final-1806-f10.md
A4 no dependency propagation,row_reduction,Retrieve review material for this exam-style task: ## 1 Please circle your recitation: $\mathbf{2}$ 3 4 T 10 2-131 K. Meszaros 2-333 3-7826 karola 5 T 10 2-132 A. Barakat 2-172 3-4470 barakat 6 T 11 2-132 A. Barakat $2 - 172 \quad,1,1.0,0.333,mit_linear_algebra_md/fall2006/final-1806-F06/final-1806-F06.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md|mit_linear_algebra_md/fall2002/final/final.md
A5 no IRT adaptation,linear_systems,How do row operations solve a linear system?,1,1.0,1.0,slides_md/one/one_i_handout/one_i_handout.md|slides_md/one/one_i/one_i.md|slides_md/one/one_i_handout/one_i_handout.md
A5 no IRT adaptation,linear_systems,Find a course explanation of linear systems for final review.,1,1.0,0.333,flipped_md/inclass/linear-systems/inclass-describe/inclass-describe.md|slides_md/one/one_i_allproofs/one_i_allproofs.md|slides_md/four/four_ii_handout/four_ii_handout.md
A5 no IRT adaptation,linear_systems,Which worked example or exam solution illustrates linear system?,1,1.0,0.333,slides_md/one/one_i/one_i.md|slides_md/one/one_i_allproofs/one_i_allproofs.md|slides_md/one/one_i_handout/one_i_handout.md
A5 no IRT adaptation,linear_systems,What common mistake should a student avoid when using linear system?,1,1.0,0.333,flipped_md/inclass/linear-systems/One-I-2/One-I-2.md|slides_md/one/one_iii_handout/one_iii_handout.md|slides_md/two/two_i/two_i.md
A5 no IRT adaptation,row_reduction,How do pivots and free variables appear in RREF?,1,1.0,0.667,slides_md/one/one_i_allproofs/one_i_allproofs.md|slides_md/one/one_i_allproofs/one_i_allproofs.md|slides_md/one/one_i_allproofs/one_i_allproofs.md
A5 no IRT adaptation,row_reduction,Find a course explanation of row reduction for final review.,1,1.0,0.667,slides_md/three/three_v_allproofs/three_v_allproofs.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|slides_md/one/one_iii/one_iii.md
A5 no IRT adaptation,row_reduction,Which worked example or exam solution illustrates row reduction?,1,1.0,0.667,slides_md/one/one_iii/one_iii.md|slides_md/one/one_iii_handout/one_iii_handout.md|slides_md/three/three_v_allproofs/three_v_allproofs.md
A5 no IRT adaptation,row_reduction,What common mistake should a student avoid when using row reduction?,1,1.0,0.667,slides_md/one/one_iii_handout/one_iii_handout.md|slides_md/three/three_v_allproofs/three_v_allproofs.md|slides_md/one/one_iii/one_iii.md
A5 no IRT adaptation,rank,How is rank read from a row-reduced matrix?,1,1.0,1.0,slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md
A5 no IRT adaptation,rank,Find a course explanation of rank for final review.,1,1.0,0.5,slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md
A5 no IRT adaptation,rank,Which worked example or exam solution illustrates rank?,1,1.0,0.5,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|slides_md/two/two_iii_handout/two_iii_handout.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md
A5 no IRT adaptation,rank,What common mistake should a student avoid when using rank?,1,1.0,0.5,slides_md/two/two_iii_handout/two_iii_handout.md|slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md
A5 no IRT adaptation,nullspace,How is a basis for the nullspace computed?,1,1.0,0.667,mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/spring2019/finalsol/finalsol.md|mit_linear_algebra_md/spring2005/final-1806-S05/final-1806-S05.md
A5 no IRT adaptation,nullspace,Find a course explanation of nullspace for final review.,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md
A5 no IRT adaptation,nullspace,Which worked example or exam solution illustrates nullspace?,1,1.0,0.333,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md|mit_linear_algebra_md/spring2022/finalsol/finalsol.md
A5 no IRT adaptation,nullspace,What common mistake should a student avoid when using nullspace?,1,1.0,0.667,mit_linear_algebra_md/fall2022/finalsol/finalsol.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md
A5 no IRT adaptation,column_space,How is the column space related to solvability of Ax=b?,1,1.0,1.0,mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2006/final-sols-1806-F06/final-sols-1806-F06.md|slides_md/two/two_iii/two_iii.md
A5 no IRT adaptation,column_space,Find a course explanation of column space for final review.,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md
A5 no IRT adaptation,column_space,Which worked example or exam solution illustrates column space?,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2004/final_1806_S04/final_1806_S04.md
A5 no IRT adaptation,column_space,What common mistake should a student avoid when using column space?,1,1.0,0.333,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|mit_linear_algebra_md/spring2021/Final Solutions/Final Solutions.md
A5 no IRT adaptation,basis_dimension,How do basis and dimension describe a vector space?,1,1.0,0.667,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|slides_md/two/two_iii_handout/two_iii_handout.md
A5 no IRT adaptation,basis_dimension,Find a course explanation of basis and dimension for final review.,1,1.0,0.667,flipped_md/inclass/vector-spaces/Two-III-2b/Two-III-2b.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|flipped_md/inclass/map/Three-IIc/Three-IIc.md
A5 no IRT adaptation,basis_dimension,Which worked example or exam solution illustrates basis?,1,1.0,0.667,mit_linear_algebra_md/fall2010/final-1806-f10-solution/final-1806-f10-solution.md|mit_linear_algebra_md/fall2007/practicefinal-sol/practicefinal-sol.md|mit_linear_algebra_md/fall2018/finalsol/finalsol.md
A5 no IRT adaptation,basis_dimension,What common mistake should a student avoid when using basis?,1,1.0,0.667,slides_md/two/two_iii/two_iii.md|slides_md/two/two_iii_allproofs/two_iii_allproofs.md|slides_md/three/three_iv/three_iv.md
